property_type,state,lat,lon,area_m2,price_usd
apartment,Coimbra,40.3753959,-7.8270679,194.7,"$63,019.66 "
house,Manitoba,49.35499,-97.36567,269.4,"$77,544.96 "
house,Manitoba,49.26811,-100.99669,302.2,"$255,733.81 "
house,Coimbra,40.4387139,-8.7142851,297.4,"$29,868.48 "
house,Andalucia,36.5292176,-6.2940354,269.7,"$72,292.02 "
house,Manitoba,49.8634627,,83,"$172,149.49 "
house,Jalisco,17.9567646,-102.1943485,84.1,"$189,851.69 "
house,Jalisco,20.8965838,-105.4093552,208.4,"$423,588.75 "
house,Galicia,42.4385891,-8.5995773,245,"$79,842.22 "
apartment,Coimbra,40.2295229,-8.5664387,384.2,"$290,294.00 "
house,Coimbra,40.2252364,-8.5846629,99.9,"$180,132.27 "
apartment,Jalisco,21.443179,-102.5724749,161.1,"$113,832.78 "
house,Manitoba,49.8634627,-97.1373403,323.4,"$99,775.47 "
apartment,Sarawak,3.2093353,101.6716295,70.8,"$425,022.30 "
house,Manitoba,49.10469,-97.55961,327.2,"$391,032.23 "
apartment,Sarawak,1.547829,110.341564,265.5,"$182,351.57 "
house,Andalucia,37.439299,-5.9885456,230.4,"$32,196.15 "
house,Andalucia,37.1773363,-3.5985571,250.6,"$256,456.94 "
house,Coimbra,40.2603592,-8.57269,366.1,"$339,346.25 "
apartment,Coimbra,40.3206366,-8.708013,329.9,"$337,865.25 "
house,Andalucia,36.7195014,-4.4239965,394.6,"$386,624.50 "
house,Coimbra,40.152053,-8.3479579,296.4,"$202,518.06 "
apartment,Pahang,3.9671435,103.40391,282.1,"$432,061.97 "
apartment,Northern Ireland,54.5940619,-5.9308088,264.3,"$339,029.45 "
house,Jalisco,23.9211737,-106.8915948,74.2,"$323,831.63 "
apartment,Jalisco,23.9211737,-106.8915948,332.2,"$360,077.71 "
house,Manitoba,55.7454343,-97.8681552,184.1,"$327,969.26 "
house,Sarawak,1.558031,110.382845,298.9,"$329,268.82 "
apartment,Coimbra,40.3606136,,396.9,"$276,239.54 "
apartment,Jalisco,23.9211737,-106.8915948,198.7,"$370,746.04 "
house,Coimbra,40.1726307,-8.4357299,214.3,"$307,587.55 "
apartment,Coimbra,40.4655049,-8.7183737,337.4,"$175,564.04 "
apartment,Coimbra,40.4387139,-8.7142851,75.2,"$200,708.64 "
apartment,Rogaland,58.848193,5.66466,270.6,"$44,348.82 "
apartment,Sarawak,3.2093353,101.6716295,307.2,"$265,888.22 "
house,Coimbra,40.3606136,-7.8929371,342.7,"$308,759.65 "
house,Manitoba,49.60559,-97.04234,230.1,"$24,513.09 "
apartment,Jalisco,,-99.1497664,140.8,"$53,031.80 "
house,Pahang,3.8353843,103.2901816,255.6,"$444,598.91 "
apartment,Coimbra,40.0341373,-8.41643,316.3,"$182,896.87 "
house,Coimbra,40.4375447,-7.8667708,383.8,"$372,137.01 "
house,Jalisco,19.6707976,,266.5,"$399,116.59 "
house,Andalucia,37.1952335,,101.7,"$299,000.66 "
apartment,Coimbra,40.1284892,-8.8575795,231.5,"$336,145.23 "
apartment,Coimbra,40.131487,-8.3317519,241.3,"$173,942.79 "
apartment,Pahang,3.9671435,103.40391,183.3,"$425,474.04 "
house,Jalisco,20.8068681,-102.7799627,181,"$235,482.89 "
house,Akershus,,10.4365687,339.6,"$149,936.65 "
house,Pahang,3.9671435,103.40391,144.2,"$117,135.40 "
apartment,Northern Ireland,54.4429264,-6.4175653,394.8,"$305,054.07 "
house,Coimbra,40.3753959,-7.8270679,235.2,"$230,025.28 "
apartment,Galicia,42.3233666,-7.8585562,325.3,"$151,108.71 "
apartment,Coimbra,40.2278236,-8.5382163,77,"$123,232.98 "
apartment,Akershus,59.021857,10.083357,221.7,"$446,097.65 "
house,Galicia,42.214405,-8.7357274,291.4,"$398,909.30 "
house,Coimbra,40.3073139,-7.9200214,176.9,"$306,322.89 "
house,Akershus,59.021857,10.083357,93,"$205,923.23 "
house,Coimbra,40.3206366,-8.708013,164.6,"$281,228.00 "
house,Rogaland,58.9670963,,291.1,"$267,470.82 "
apartment,Coimbra,40.1430734,-8.7570417,72.1,"$96,496.92 "
house,Coimbra,40.0341373,-8.41643,391.2,"$196,180.02 "
house,Sarawak,3.2093353,101.6716295,250.6,"$158,648.68 "
house,Rogaland,58.9015864,5.7123282,209.8,"$197,111.19 "
house,Manitoba,49.60559,-97.04234,138.2,"$266,617.22 "
house,Sarawak,1.4871144,110.3426018,284.7,"$191,824.79 "
apartment,Coimbra,,-8.6947028,171.9,"$125,654.84 "
house,Coimbra,40.1311441,-8.3924705,145.4,"$290,187.05 "
apartment,Coimbra,40.3464743,-7.8548033,171.4,"$79,972.90 "
apartment,Coimbra,40.3519909,-7.8410273,91.9,"$347,559.48 "
apartment,Sarawak,3.2093353,101.6716295,179.2,"$366,496.57 "
apartment,Rogaland,58.960787,5.7326598,165.9,"$338,427.17 "
house,Rogaland,58.960787,5.7326598,202.7,"$109,489.12 "
apartment,Jalisco,,-102.5724749,94.9,"$370,806.11 "
apartment,Andalucia,36.8414494,-2.4567059,195.8,"$124,065.48 "
house,Jalisco,23.9211737,-106.8915948,209.2,"$229,372.18 "
house,Pahang,3.9671435,103.40391,102.1,"$302,353.34 "
apartment,Coimbra,40.4603188,-8.72233,138.8,"$341,189.72 "
house,Coimbra,40.1676522,,87.2,"$382,325.85 "
apartment,Coimbra,40.4234188,-8.7397233,73.4,"$35,965.85 "
apartment,Jalisco,19.4873902,-104.6383777,258,"$416,230.80 "
apartment,Jalisco,19.3851705,-99.1837453,133.3,"$225,183.83 "
house,Coimbra,40.425421,-8.7370509,188.7,"$184,072.43 "
apartment,Pahang,3.7187884,103.1357512,129.9,"$287,176.99 "
apartment,Jalisco,25.6765837,-100.2602364,152.6,"$130,819.61 "
house,Galicia,42.8970535,-8.5418899,182.3,"$380,305.15 "
apartment,Coimbra,40.2553096,-8.5929199,383.3,"$177,444.14 "
apartment,Pahang,3.8353843,103.2901816,209.6,"$397,952.49 "
apartment,Coimbra,40.4222721,-7.921883,173,"$162,379.04 "
apartment,Andalucia,37.1773363,-3.5985571,151.8,"$330,645.59 "
house,Andalucia,36.8414494,-2.4567059,108.1,"$440,984.02 "
house,Coimbra,40.4579077,-7.845845,313.4,"$234,625.11 "
house,Coimbra,40.2603592,-8.57269,265.6,"$289,354.83 "
house,Northern Ireland,54.5940619,-5.9308088,220.8,"$358,817.17 "
apartment,Coimbra,40.2295229,-8.5664387,116.6,"$120,478.10 "
apartment,Jalisco,20.6729456,-103.7379675,233.2,"$291,138.59 "
apartment,Coimbra,40.27638,-8.4732946,74.1,"$335,751.08 "
apartment,Jalisco,20.6589523,-105.2363025,111.4,"$35,757.73 "
apartment,Pahang,3.9628564,101.866362,304.8,"$141,693.20 "
house,Coimbra,40.2269318,-8.5714359,292.9,"$228,411.00 "
house,Manitoba,49.23062,-100.05586,196.9,"$366,800.93 "
house,Coimbra,40.3943941,-8.7360619,131.9,"$151,975.07 "
house,Pahang,3.9671435,103.40391,114.6,"$260,061.72 "
house,Galicia,43.4880374,-8.2310576,253.4,"$240,926.50 "
house,Sarawak,1.7533329,110.3164529,137.7,"$200,076.47 "
house,Manitoba,50.13441,-97.32676,120.8,"$295,035.89 "
apartment,Coimbra,40.3753066,-8.7157832,218.8,"$186,522.82 "
apartment,Andalucia,37.7801069,-3.8235525,303.4,"$223,495.43 "
house,Jalisco,20.3411024,-103.9970779,384.7,"$240,452.65 "
apartment,Jalisco,19.4052965,-99.1504583,365.2,"$71,873.05 "
apartment,Jalisco,20.6589523,-105.2363025,191.3,"$275,274.67 "
apartment,Coimbra,40.427682,-8.6947028,216.6,"$252,074.24 "
apartment,Coimbra,40.2690451,-7.9886104,190.9,"$106,378.75 "
house,Andalucia,36.5052612,-6.2761016,221,"$36,006.09 "
house,Coimbra,40.2356918,-8.5568556,188.9,"$385,550.66 "
house,Coimbra,40.211932,-8.8417565,188.4,"$412,579.29 "
house,Coimbra,40.427682,-8.6947028,355.7,"$135,078.81 "
apartment,Andalucia,36.5052612,-6.2761016,138.5,"$410,314.61 "
house,Jalisco,25.7572143,-102.9838564,162.5,"$180,091.80 "
house,Sarawak,3.191408,113.088634,125.7,"$87,637.30 "
house,Coimbra,40.336837,-7.8256005,135.1,"$119,531.91 "
apartment,Galicia,,-7.8585562,232.6,"$124,379.18 "
house,Pahang,3.9628564,,132.3,"$284,951.08 "
apartment,Jalisco,18.1096868,-95.8803869,185.8,"$70,490.87 "
apartment,Coimbra,40.2191082,-8.5533397,316.1,"$411,373.23 "
apartment,Coimbra,40.3073139,-7.9200214,108.6,"$205,021.23 "
apartment,Jalisco,,-99.1933664,288.3,"$100,607.84 "
apartment,Pahang,3.9628564,101.866362,138.4,"$226,712.16 "
house,Pahang,3.9671435,103.40391,198.2,"$241,774.86 "
apartment,Coimbra,40.1675841,-8.4639317,301,"$372,964.40 "
house,Rogaland,58.9583506,5.7740124,114,"$106,908.31 "
apartment,Pahang,3.7187884,103.1357512,237.6,"$372,974.33 "
apartment,Jalisco,23.9211737,-106.8915948,199.8,"$351,085.89 "
house,Coimbra,40.458916,-7.8775484,122,"$200,675.53 "
house,Pahang,3.7187884,103.1357512,359.8,"$347,717.17 "
apartment,Jalisco,18.1096868,-95.8803869,265.8,"$264,460.38 "
apartment,Coimbra,40.2758091,-8.5720706,392.4,"$434,024.11 "
house,Coimbra,40.370514,-8.7330787,120.9,"$148,228.38 "
house,Coimbra,40.288561,-8.4435315,83.7,"$26,854.94 "
house,Coimbra,40.3779093,-7.8440342,219.4,"$234,742.51 "
apartment,Rogaland,58.9015864,5.7123282,320.4,"$229,165.53 "
house,Coimbra,41.1741505,-8.6691157,234.4,"$198,593.65 "
apartment,Galicia,43.3216087,-8.434873,164.8,"$247,853.37 "
house,Manitoba,,-101.8448368,390.3,"$44,204.48 "
apartment,Coimbra,40.2295229,-8.5664387,150.6,"$395,986.68 "
house,Coimbra,41.1741505,-8.6691157,141.1,"$237,805.97 "
apartment,Coimbra,40.370514,-8.7330787,345,"$207,346.83 "
apartment,Jalisco,,-100.2602364,259.3,"$197,073.59 "
apartment,Northern Ireland,54.4429264,-6.4175653,181.6,"$284,268.53 "
apartment,Manitoba,49.1980747,-98.102542,197.8,"$26,394.83 "
apartment,Andalucia,36.8414494,-2.4567059,205,"$295,464.88 "
apartment,Coimbra,40.3519909,-7.8410273,286.4,"$343,014.44 "
house,Andalucia,37.439299,-5.9885456,260.4,"$140,771.81 "
house,Jalisco,19.4614133,-99.1186381,376,"$100,255.92 "
apartment,Jalisco,23.9211737,-106.8915948,197.5,"$364,456.36 "
apartment,Manitoba,49.10469,-97.55961,234.6,"$42,708.58 "
house,Andalucia,37.4212157,-5.9251211,270.4,"$36,708.01 "
apartment,Sarawak,1.5589383,110.346648,137,"$205,202.14 "
apartment,Coimbra,40.4222721,,327.4,"$342,703.16 "
house,Coimbra,40.2553096,-8.5929199,261.9,"$151,579.79 "
house,Jalisco,20.8068681,-102.7799627,135.6,"$193,031.98 "
house,Coimbra,40.3206366,-8.708013,368.4,"$333,766.92 "
apartment,Coimbra,40.427682,-8.6947028,209.3,"$161,751.41 "
house,Akershus,59.021857,10.083357,100.7,"$29,442.60 "
house,Coimbra,40.0856412,-8.2896115,346,"$389,863.28 "
house,Coimbra,40.4369723,-8.7230388,154.8,"$261,666.96 "
house,Pahang,3.9671435,103.40391,82.1,"$138,119.15 "
apartment,Pahang,3.9628564,101.866362,79.4,"$260,264.49 "
house,Coimbra,40.3942251,-7.8103942,127,"$419,777.26 "
apartment,Sarawak,1.5589383,110.346648,222.6,"$125,612.13 "
apartment,Coimbra,40.3620707,-8.5535343,280.4,"$392,205.10 "
house,Pahang,3.7187884,103.1357512,226.7,"$249,741.26 "
house,Coimbra,40.0856412,-8.2896115,140.5,"$424,590.88 "
apartment,Jalisco,19.3851705,-99.1837453,128.2,"$53,710.60 "
apartment,Galicia,42.214405,-8.7357274,123.4,"$372,131.46 "
house,Coimbra,40.3464743,-7.8548033,286.1,"$189,755.84 "
apartment,Coimbra,40.280218,-8.4788248,233.1,"$57,413.49 "
apartment,Northern Ireland,54.4429264,,323.8,"$206,513.91 "
apartment,Jalisco,19.6707976,-99.1885208,256.3,"$282,198.84 "
apartment,Sarawak,1.547829,110.341564,84.2,"$410,538.70 "
house,Jalisco,19.4458447,-99.1497664,341.8,"$370,486.44 "
house,Pahang,3.5897715,103.3475743,172.6,"$429,212.88 "
house,Coimbra,40.3620707,,379.2,"$319,265.92 "
house,Coimbra,40.2356918,,221.4,"$55,702.86 "
house,Coimbra,40.1832322,-8.554308,78.4,"$256,132.76 "
house,Andalucia,36.5292176,-6.2940354,371.5,"$152,142.02 "
apartment,Manitoba,50.13441,-97.32676,82.4,"$272,278.81 "
apartment,Coimbra,,-8.2410308,282.7,"$174,367.56 "
house,Pahang,3.8353843,103.2901816,294.9,"$81,045.72 "
apartment,Jalisco,20.3411024,-103.9970779,101.3,"$308,867.59 "
apartment,Jalisco,20.5439984,-103.4649786,175,"$442,883.09 "
house,Coimbra,40.2603592,-8.57269,203.1,"$27,871.43 "
house,Manitoba,49.35499,-97.36567,115.4,"$401,418.31 "
apartment,Manitoba,50.22892,-99.46642,112.6,"$71,836.14 "
house,Andalucia,37.1773363,-3.5985571,276.1,"$202,115.44 "
apartment,Coimbra,40.3606136,-7.8929371,213.4,"$402,515.17 "
apartment,Jalisco,19.3972335,-99.1933664,79.6,"$23,182.51 "
house,Coimbra,40.3809227,-8.6326289,236,"$232,163.40 "
apartment,Rogaland,58.848193,5.66466,151.6,"$28,147.08 "
apartment,Andalucia,37.4212157,-5.9251211,374.1,"$392,163.32 "
apartment,Coimbra,40.2221306,-8.0122102,229.6,"$43,042.82 "
house,Coimbra,40.131487,-8.3317519,151,"$256,316.44 "
apartment,Coimbra,40.2603592,-8.57269,192.7,"$153,840.92 "
apartment,Coimbra,40.2690451,-7.9886104,80.6,"$62,497.29 "
house,Coimbra,40.4222721,-7.921883,374.1,"$121,207.76 "
apartment,Northern Ireland,54.5940619,-5.9308088,381.3,"$315,729.62 "
apartment,Galicia,42.4556093,-8.6325611,321.8,"$303,607.62 "
house,Coimbra,40.280218,,214,"$136,817.08 "
apartment,Manitoba,,-99.8375158,296.7,"$285,256.03 "
house,Coimbra,40.0341373,-8.41643,121.4,"$215,964.98 "
house,Sarawak,1.5589383,110.346648,303.7,"$52,100.21 "
apartment,Sarawak,1.5376351,110.321945,176.7,"$440,983.94 "
house,Rogaland,58.9670963,5.7318798,341.6,"$45,868.32 "
apartment,Andalucia,36.5052612,-6.2761016,193.7,"$74,410.79 "
apartment,Manitoba,50.2536,-96.06116,209.8,"$152,540.10 "
apartment,Sarawak,3.2093353,101.6716295,208.1,"$360,972.90 "
house,Pahang,3.9628564,101.866362,355,"$270,655.21 "
house,Coimbra,40.0604197,-8.6218634,189.4,"$104,846.06 "
house,Coimbra,40.4583824,-8.8018715,321.7,"$236,016.38 "
apartment,Coimbra,40.2553096,-8.5929199,165.1,"$45,408.18 "
apartment,Sarawak,3.2093353,101.6716295,191.8,"$103,861.57 "
house,Coimbra,40.3942251,-7.8103942,145.4,"$225,333.37 "
apartment,Jalisco,20.3411024,-103.9970779,398.7,"$439,237.61 "
house,Sarawak,3.2093353,101.6716295,107.7,"$426,801.34 "
apartment,Coimbra,40.2758091,-8.5720706,102,"$252,788.37 "
house,Andalucia,36.757714,-4.2429565,372,"$184,178.04 "
house,Sarawak,1.5376351,110.321945,341.8,"$238,890.76 "
house,Coimbra,40.4579077,-7.845845,204.4,"$37,700.52 "
apartment,Coimbra,,-8.7142851,114.2,"$256,253.91 "
house,Coimbra,40.0604197,-8.6218634,387.8,"$79,581.22 "
house,Manitoba,49.8508,-100.93262,295.2,"$344,271.29 "
apartment,Jalisco,19.4614133,-99.1186381,279.6,"$438,584.49 "
apartment,Pahang,3.9671435,,321.2,"$188,179.64 "
house,Coimbra,40.4375447,-7.8667708,160.4,"$427,411.22 "
house,Manitoba,49.51688,-96.50029,146.4,"$68,825.45 "
apartment,Akershus,59.8346001,10.4365687,76.7,"$300,883.68 "
house,Coimbra,40.458916,-7.8775484,95.5,"$404,745.55 "
house,Coimbra,40.0341373,-8.41643,314.2,"$334,371.87 "
house,Manitoba,50.2477455,-99.8375158,264.1,"$123,377.95 "
house,Jalisco,30.059549,-115.725753,276.3,"$227,377.62 "
house,Galicia,42.8970535,,176.4,"$50,853.91 "
apartment,Manitoba,50.22892,-99.46642,290.9,"$125,238.79 "
apartment,Manitoba,49.8508,-100.93262,303.7,"$329,816.43 "
apartment,Jalisco,25.6765837,-100.2602364,225.1,"$400,933.44 "
apartment,Sarawak,3.2093353,101.6716295,292.8,"$66,581.31 "
apartment,Coimbra,40.370514,-8.7330787,117.7,"$134,055.86 "
house,Galicia,42.4556093,-8.6325611,173.8,"$31,864.15 "
apartment,Manitoba,50.13441,-97.32676,129.3,"$207,186.55 "
apartment,Andalucia,37.7801069,-3.8235525,78.1,"$189,719.02 "
apartment,Coimbra,40.3753959,-7.8270679,155.5,"$192,448.38 "
apartment,Rogaland,58.9015864,5.7123282,132.1,"$36,272.41 "
house,Coimbra,40.3727775,-7.8600447,153.2,"$178,186.05 "
apartment,Jalisco,19.6707976,-99.1885208,362.1,"$20,815.46 "
apartment,Sarawak,3.2093353,101.6716295,379.2,"$333,114.31 "
house,Pahang,3.8353843,103.2901816,285.4,"$39,511.91 "
house,Galicia,42.4556093,,111.1,"$175,556.83 "
apartment,Coimbra,40.1271927,-8.8576516,122.7,"$178,505.19 "
house,Coimbra,40.131487,-8.3317519,312.8,"$188,532.34 "
house,Coimbra,40.1941227,-8.8629472,205.8,"$118,267.19 "
apartment,Manitoba,49.8634627,-97.1373403,78.3,"$219,971.30 "
house,Manitoba,49.8634627,-97.1373403,314.9,"$253,294.99 "
apartment,Coimbra,40.1675841,-8.4639317,356.3,"$414,680.56 "
apartment,Coimbra,40.336837,-7.8256005,311.3,"$253,361.12 "
house,Manitoba,51.1500374,-100.0497004,333.5,"$271,868.63 "
house,Jalisco,19.6707976,-99.1885208,228.7,"$180,380.11 "
apartment,Coimbra,40.2187855,-8.0537529,116,"$408,348.11 "
house,Coimbra,41.1741505,-8.6691157,351.1,"$413,114.67 "
apartment,Coimbra,40.3779093,-7.8440342,240.2,"$387,366.76 "
apartment,Pahang,3.5897715,,199.5,"$223,960.42 "
apartment,Coimbra,40.27638,-8.4732946,382.1,"$268,591.38 "
house,Galicia,42.8518656,-8.5638609,167.2,"$20,356.99 "
apartment,Coimbra,40.2690451,-7.9886104,253.8,"$188,291.02 "
house,Jalisco,25.6765837,-100.2602364,319.9,"$374,480.25 "
house,Coimbra,40.2974812,-8.1955122,162.5,"$179,456.08 "
house,Coimbra,40.336837,-7.8256005,162.7,"$403,224.51 "
house,Pahang,3.9671435,103.40391,241.3,"$427,886.53 "
house,Andalucia,36.757714,-4.2429565,286.9,"$191,860.07 "
house,Coimbra,40.2690451,-7.9886104,206.5,"$374,016.92 "
house,Rogaland,67.1335945,16.0707095,211.1,"$409,657.60 "
apartment,Pahang,3.8353843,103.2901816,148.7,"$285,203.48 "
house,Jalisco,30.059549,-115.725753,247.1,"$192,007.70 "
apartment,Coimbra,40.1638631,-8.8615847,379,"$160,854.60 "
apartment,Manitoba,50.13441,-97.32676,124.3,"$278,896.90 "
apartment,Jalisco,25.7572143,-102.9838564,386.3,"$143,549.33 "
apartment,Coimbra,40.4579077,-7.845845,240.9,"$98,865.80 "
apartment,Coimbra,40.370514,-8.7330787,358.4,"$232,575.73 "
apartment,Pahang,3.5897715,103.3475743,187.7,"$295,331.91 "
apartment,Andalucia,36.757714,-4.2429565,70.2,"$41,981.08 "
house,Manitoba,50.0622,-96.51669,111.4,"$112,290.80 "
apartment,Coimbra,,-8.5664387,363.3,"$260,404.92 "
house,Coimbra,40.1394691,-8.3092933,311.8,"$414,994.05 "
apartment,Galicia,42.4423768,-8.6463086,331.9,"$284,985.37 "
house,Northern Ireland,54.4429264,,124.4,"$123,786.29 "
apartment,Coimbra,40.3606136,-7.8929371,369.3,"$84,025.64 "
house,Coimbra,40.2365225,-8.5110798,380.6,"$117,833.02 "
house,Manitoba,50.2477455,-99.8375158,91.6,"$33,483.79 "
house,Coimbra,40.4387139,-8.7142851,135.3,"$349,559.98 "
apartment,Manitoba,49.10469,-97.55961,171.4,"$145,834.68 "
apartment,Pahang,3.9671435,103.40391,255.7,"$284,242.89 "
apartment,Coimbra,40.4140806,-8.738467,277.6,"$202,038.16 "
house,Coimbra,40.427682,-8.6947028,320.2,"$395,879.15 "
apartment,Coimbra,40.288561,-8.4435315,379.3,"$287,643.28 "
apartment,Coimbra,40.2187855,-8.0537529,125.6,"$56,313.97 "
apartment,Jalisco,19.4052965,-99.1504583,218.7,"$57,142.06 "
house,Coimbra,40.1893575,-8.8601025,93.8,"$234,104.51 "
house,Galicia,42.3233666,-7.8585562,239.1,"$377,720.02 "
house,Coimbra,40.3753066,-8.7157832,360.2,"$225,253.00 "
apartment,Jalisco,19.4052965,-99.1504583,307.3,"$417,333.12 "
house,Coimbra,40.2406662,-8.0733581,172.5,"$279,336.44 "
house,Coimbra,40.1676522,-8.4138349,200.4,"$22,774.52 "
apartment,Galicia,,-8.5995773,238.1,"$366,482.57 "
apartment,Manitoba,49.18332,-99.66364,237.9,"$388,762.03 "
apartment,Andalucia,36.8414494,-2.4567059,166.5,"$241,199.58 "
house,Rogaland,67.1335945,16.0707095,217.8,"$217,224.25 "
house,Coimbra,40.27638,-8.4732946,192.7,"$188,620.46 "
house,Jalisco,30.059549,-115.725753,225.9,"$447,736.20 "
house,Jalisco,19.4281922,-99.1789859,219.7,"$226,919.43 "
house,Manitoba,49.1980747,-98.102542,283,"$401,762.90 "
apartment,Coimbra,40.3943941,-8.7360619,347.3,"$370,833.14 "
apartment,Rogaland,58.9670963,5.7318798,281.6,"$272,162.40 "
house,Coimbra,40.1726307,-8.4357299,257.3,"$236,062.11 "
house,Coimbra,40.323749,-8.7980385,363.3,"$358,871.59 "
apartment,Manitoba,50.2477455,-99.8375158,267.5,"$432,173.40 "
house,Galicia,42.229169,-8.7026991,80.9,"$278,374.81 "
house,Galicia,42.3233666,-7.8585562,163.8,"$278,697.61 "
apartment,Coimbra,40.3464743,-7.8548033,254.3,"$283,890.43 "
house,Pahang,3.9671435,103.40391,204.2,"$135,716.17 "
house,Rogaland,58.9015864,5.7123282,361.5,"$269,640.04 "
apartment,Rogaland,,5.7123282,295.9,"$182,959.00 "
apartment,Coimbra,40.3356039,-7.883045,366.5,"$302,624.41 "
house,Manitoba,50.1369112,-96.8791564,211.2,"$109,007.67 "
apartment,Andalucia,37.439299,-5.9885456,104,"$212,573.12 "
apartment,Manitoba,50.13441,-97.32676,221.4,"$172,597.92 "
apartment,Manitoba,49.10469,-97.55961,332.1,"$394,382.55 "
apartment,Coimbra,40.211932,-8.8417565,110.8,"$71,842.14 "
house,Coimbra,40.211932,-8.8417565,283.1,"$93,945.99 "
apartment,Coimbra,40.4234188,-8.7397233,135.5,"$316,998.92 "
house,Coimbra,40.4140806,-8.738467,340.6,"$189,456.99 "
apartment,Sarawak,1.4871144,,335.8,"$171,857.84 "
house,Coimbra,,-7.845845,132.1,"$441,618.89 "
apartment,Coimbra,40.1394691,-8.3092933,170.8,"$47,866.44 "
apartment,Coimbra,40.4387139,-8.7142851,247.5,"$42,195.32 "
apartment,Pahang,3.9671435,103.40391,252.6,"$121,106.87 "
house,Sarawak,1.558031,110.382845,315.7,"$105,709.42 "
apartment,Coimbra,40.3206366,-8.708013,315.4,"$108,577.31 "
house,Coimbra,40.2221306,-8.0122102,181,"$90,029.62 "
apartment,Coimbra,40.0341373,-8.41643,396.5,"$166,168.47 "
house,Galicia,42.229169,-8.7026991,392.2,"$289,924.42 "
apartment,Coimbra,40.3942251,-7.8103942,319,"$185,236.83 "
apartment,Coimbra,40.2462817,-8.5659855,207.9,"$37,241.14 "
apartment,Coimbra,40.1394691,-8.3092933,259.7,"$167,617.57 "
apartment,Northern Ireland,54.4429264,-6.4175653,226,"$310,015.51 "
apartment,Coimbra,40.1394691,-8.3092933,82.3,"$115,382.29 "
house,Coimbra,40.3753959,-7.8270679,202,"$341,859.30 "
house,Pahang,3.9671435,103.40391,314.5,"$222,207.66 "
apartment,Coimbra,40.0604197,-8.6218634,213.3,"$414,872.22 "
apartment,Rogaland,59.3947609,5.3329119,177.6,"$424,621.71 "
apartment,Coimbra,40.27638,-8.4732946,191.1,"$404,421.07 "
apartment,Pahang,3.9671435,103.40391,387.1,"$329,494.55 "
house,Andalucia,36.5052612,-6.2761016,200,"$29,772.40 "
house,Rogaland,58.9015864,5.7123282,171.3,"$167,808.78 "
house,Coimbra,40.1238547,-8.2410308,385.2,"$116,923.68 "
house,Rogaland,58.9583506,5.7740124,214.2,"$126,315.09 "
apartment,Sarawak,3.2093353,101.6716295,217.7,"$34,504.99 "
house,Coimbra,40.1271927,-8.8576516,380.4,"$143,258.57 "
apartment,Galicia,42.4556093,-8.6325611,114.6,"$28,485.50 "
house,Coimbra,40.4579077,-7.845845,127.5,"$230,593.87 "
house,Andalucia,37.7801069,-3.8235525,210,"$421,656.79 "
house,Coimbra,40.2553096,-8.5929199,228.9,"$32,840.22 "
apartment,Manitoba,49.10469,-97.55961,150.1,"$444,176.94 "
apartment,Coimbra,40.323749,-8.7980385,134.8,"$281,793.32 "
apartment,Coimbra,40.4583824,-8.8018715,341,"$90,811.79 "
apartment,Coimbra,40.1394691,-8.3092933,289.9,"$155,554.56 "
house,Coimbra,40.1628977,-8.4270764,115,"$28,768.89 "
apartment,Coimbra,40.1284892,-8.8575795,175.1,"$356,054.63 "
house,Manitoba,50.1369112,-96.8791564,281.1,"$116,162.72 "
apartment,Coimbra,40.1638631,-8.8615847,180.3,"$77,643.83 "
house,Galicia,42.4385891,-8.5995773,148.5,"$76,469.42 "
house,Sarawak,3.2093353,101.6716295,71.6,"$449,210.84 "
apartment,Manitoba,50.22892,-99.46642,138.3,"$342,005.61 "
house,Coimbra,,-7.8775484,160.6,"$404,801.46 "
apartment,Coimbra,40.3942251,-7.8103942,207.4,"$231,636.22 "
house,Coimbra,40.458916,-7.8775484,92.8,"$411,654.78 "
house,Coimbra,40.3356039,-7.883045,378.6,"$348,599.73 "
apartment,Jalisco,20.585863,-100.384181,310.3,"$42,550.11 "
apartment,Manitoba,49.18332,,134.2,"$51,972.59 "
house,Jalisco,25.6765837,-100.2602364,330.4,"$106,528.83 "
apartment,Sarawak,1.558031,110.382845,287.3,"$215,297.50 "
apartment,Coimbra,40.1572681,-8.1106277,337.6,"$417,402.01 "
house,Sarawak,3.2093353,101.6716295,146.2,"$355,184.18 "
house,Rogaland,58.9015864,5.7123282,242,"$47,860.05 "
apartment,Coimbra,40.1300413,-8.3176644,205,"$448,210.71 "
apartment,Coimbra,40.3606136,-7.8929371,336.6,"$79,392.72 "
apartment,Coimbra,40.2278236,-8.5382163,280.3,"$383,956.94 "
apartment,Galicia,42.8970535,,382.7,"$220,673.66 "
house,Coimbra,40.3159517,-7.9013121,279.7,"$307,632.78 "
apartment,Coimbra,41.1741505,-8.6691157,161.2,"$102,238.45 "
house,Coimbra,40.211932,-8.8417565,220.9,"$109,232.88 "
house,Coimbra,40.2462817,-8.5659855,228.7,"$29,792.92 "
house,Sarawak,3.2093353,101.6716295,237.5,"$166,277.87 "
apartment,Manitoba,54.7769326,-101.8448368,303.1,"$393,961.47 "
apartment,Manitoba,50.1369112,-96.8791564,300.3,"$100,346.00 "
house,Pahang,3.5897715,103.3475743,366.8,"$154,750.08 "
apartment,Coimbra,40.2553096,-8.5929199,377.6,"$303,648.51 "
apartment,Coimbra,40.425421,-8.7370509,84.9,"$58,285.93 "
