property_type,state,lat,lon,area_m2,price_mxn
apartment,Oslo,32.052539,35.125431,147.7,4471089.3
apartment,Oslo,,124.2810541,31.4,2682879.9
house,Haute-Normandie,-8.690455,122.1348629,183.3,4206710.7
house,Rhône-Alpes,43.800779,131.978812,77.5,2216349.3
house,Rhône-Alpes,25.570888,111.945844,143.2,515115.9
house,Oklahoma,-6.5114699,106.8325872,394.3,2799842.2
house,Oslo,18.2604623,,254.4,4171539.1
apartment,Rhône-Alpes,-8.7334983,121.7508912,41.0,493381.2
apartment,Oslo,-20.9475888,-44.913073,479.0,1038042.5
apartment,Oklahoma,19.3851705,-99.1837453,465.6,1632796.2
apartment,Västra Götaland,54.0297214,28.0892299,329.4,513613.4
apartment,Oslo,57.8633882,14.110065,106.4,4796441.5
apartment,Rhône-Alpes,59.2421439,,455.2,3021015.3
apartment,Rhône-Alpes,41.99427,21.574625,324.4,1059049.6
apartment,Oklahoma,-10.1097495,123.8020033,143.6,3488652.7
house,Oklahoma,-3.7688094,37.7144645,332.0,1256930.9
apartment,Rhône-Alpes,22.630834,114.4194,63.5,2503451.2
apartment,Oklahoma,-21.203385,-50.4439728,106.8,4810831.8
apartment,Oklahoma,-7.3862,108.2323,143.1,38623.0
house,Rhône-Alpes,-15.6412156,-70.3494605,150.9,2514545.5
apartment,Oklahoma,31.6318053,121.4138789,456.0,4169868.1
apartment,Oklahoma,51.7840088,22.3268117,96.0,2624319.5
apartment,Haute-Normandie,-28.7840394,-51.6077771,414.4,4987509.9
apartment,Oslo,47.1284352,42.4543661,377.2,1821809.2
house,Haute-Normandie,49.726378,6.1992834,144.3,111329.0
apartment,Västra Götaland,57.6735995,12.0098218,66.4,4577958.9
house,Haute-Normandie,,119.3028774,163.1,2058321.7
house,Oslo,,108.689367,79.8,4187335.4
house,Västra Götaland,-6.35357,105.84432,60.9,4871447.6
house,Oslo,15.3047612,-88.6639228,79.1,2755170.5
apartment,Oklahoma,,123.8545713,273.3,672151.0
house,Oslo,-12.67442,-75.325157,92.2,2299716.2
house,Rhône-Alpes,15.5518829,120.7822013,186.2,3265653.2
apartment,Haute-Normandie,-20.6,48.33333,244.5,2613483.2
house,Rhône-Alpes,45.1934857,5.7218985,489.6,3887359.4
apartment,Västra Götaland,-9.4355285,119.2627176,493.9,1625871.1
apartment,Haute-Normandie,25.842011,105.026271,300.6,1732456.2
apartment,Oklahoma,1.3976339,124.9616867,54.1,3548730.6
house,Oslo,33.259035,117.15878,254.5,3189829.6
apartment,Oslo,59.7513574,60.2055668,126.3,3148420.6
apartment,Oslo,49.0757178,107.0295809,261.1,965441.7
apartment,Oslo,56.7577875,43.5378796,162.3,3826233.2
apartment,Oslo,,23.5123193,257.7,916064.6
house,Oklahoma,35.7013041,52.0586252,203.8,4782547.4
house,Oklahoma,-6.7654544,108.1682147,122.8,4055435.2
house,Västra Götaland,49.2099156,17.5307761,216.0,3888646.0
house,Oklahoma,-4.4606478,-65.6658568,346.3,3105179.3
apartment,Rhône-Alpes,37.9429182,-77.3469946,288.6,2930976.8
house,Västra Götaland,,-15.6082651,171.1,1605641.1
house,Haute-Normandie,52.9152117,23.4961724,0.2,4193413.0
house,Haute-Normandie,53.1310185,,49.1,3418859.2
apartment,Oslo,-8.1885372,112.3665609,326.5,2064955.8
house,Rhône-Alpes,42.5317628,72.2304571,426.1,3353048.8
apartment,Haute-Normandie,38.4499141,141.3800956,345.1,2540333.5
house,Haute-Normandie,16.820152,121.097488,498.5,53413.3
apartment,Västra Götaland,-8.6785828,115.4555858,54.0,4355229.7
apartment,Oklahoma,23.1350488,113.29083,234.5,124449.6
apartment,Rhône-Alpes,50.287503,14.0921466,219.4,2502378.5
house,Västra Götaland,16.8449454,120.8719556,409.5,3320500.6
apartment,Haute-Normandie,19.9104798,99.840576,101.5,1362900.6
apartment,Oslo,42.676258,123.500137,389.9,4836568.5
house,Rhône-Alpes,31.2324264,-110.5967674,351.4,1913933.4
house,Västra Götaland,13.490046,120.960159,131.0,3658542.1
house,Oklahoma,5.0071513,-72.5441445,176.8,592032.9
house,Oslo,14.5410506,100.6985155,351.5,1373839.6
apartment,Haute-Normandie,55.4947802,109.1531996,288.8,4385399.5
apartment,Rhône-Alpes,23.505032,110.454177,55.3,2132169.3
apartment,Oklahoma,-21.4909206,-47.37045,255.9,4826820.8
apartment,Oklahoma,26.0952694,119.3062749,7.3,1273971.8
house,Haute-Normandie,-19.0764128,-42.5478901,349.3,4910953.5
apartment,Oslo,-5.2218841,145.7856324,175.8,244853.4
apartment,Rhône-Alpes,49.751033,31.4697,337.1,148348.7
house,Oklahoma,49.7478983,16.5775355,339.6,284932.0
house,Västra Götaland,61.2320157,22.0614693,121.4,3175531.5
apartment,Haute-Normandie,9.6365101,123.8536209,329.9,2486984.5
house,Rhône-Alpes,55.874736,26.536179,123.6,2046097.3
house,Oslo,51.842821,109.906166,164.5,3628967.8
apartment,Oklahoma,,35.065976,171.2,1834609.9
apartment,Haute-Normandie,44.0179842,1.3585474,26.2,2493851.4
apartment,Haute-Normandie,24.7204697,118.6154322,162.9,313200.9
apartment,Oslo,,11.0966373,499.9,188442.4
apartment,Haute-Normandie,15.8352583,120.5648017,181.7,2185172.5
apartment,Rhône-Alpes,27.279995,100.266091,9.5,4464792.0
house,Västra Götaland,63.8601923,23.4541136,310.4,810677.0
house,Oklahoma,5.199505,-74.886835,144.2,3035392.0
apartment,Haute-Normandie,10.9070312,106.3905338,489.9,1535658.7
apartment,Haute-Normandie,44.730869,110.770203,285.5,2275552.6
house,Västra Götaland,-7.2125883,107.9205937,60.9,4348433.0
house,Oslo,-7.6181938,109.1508428,20.8,94212.1
apartment,Rhône-Alpes,32.434672,119.569989,236.1,4498533.7
apartment,Haute-Normandie,47.727687,128.799478,343.0,606834.6
house,Oslo,40.2861415,23.390846,497.0,2481613.2
house,Västra Götaland,42.0096857,-4.5288016,222.5,2776139.9
house,Haute-Normandie,52.382748,1.580316,244.0,3600035.8
house,Oslo,-29.8524975,-51.1845782,25.7,3377855.8
house,Oklahoma,32.7473047,12.5642261,406.1,2769261.4
house,Oslo,31.654375,120.752481,408.3,4227465.7
apartment,Haute-Normandie,51.954075,85.800614,127.8,3694613.1
house,Haute-Normandie,3.5262275,98.5708754,204.4,4787366.6
apartment,Rhône-Alpes,-23.7981763,-48.5962748,375.0,1132266.3
house,Haute-Normandie,16.78314,43.81265,433.3,3478348.3
apartment,Rhône-Alpes,-7.6568317,110.3392399,150.4,687361.1
house,Haute-Normandie,-7.324188,110.509841,176.4,3377947.3
apartment,Rhône-Alpes,10.8220957,122.5296163,464.5,3453071.6
house,Oslo,8.1513421,35.5356866,193.1,1201417.3
apartment,Rhône-Alpes,56.730693,16.2984317,489.1,674296.9
apartment,Oslo,40.8998417,-7.4900188,478.8,958853.8
apartment,Rhône-Alpes,45.6168,-75.01599,41.4,4456079.9
apartment,Haute-Normandie,46.0923484,16.0768315,468.7,1792290.7
house,Oslo,11.9344073,-85.9560005,65.4,314984.5
apartment,Västra Götaland,9.9436507,-84.0166951,133.7,199684.9
house,Rhône-Alpes,5.83864,118.116958,200.2,1896627.2
apartment,Oklahoma,-7.5568648,110.7815994,389.5,1265796.9
house,Rhône-Alpes,25.464681,99.541236,301.6,4009973.7
house,Oklahoma,-5.7301845,105.6837789,331.7,2245065.5
house,Oslo,10.4977514,-63.5540551,268.3,3932786.9
house,Haute-Normandie,33.2991249,117.2408191,14.3,4666111.2
house,Rhône-Alpes,49.162849,112.819,408.1,4583386.3
apartment,Västra Götaland,30.20003,,115.2,610251.1
apartment,Västra Götaland,,16.3041503,92.1,4478804.8
house,Västra Götaland,22.8354437,106.5260001,43.2,1049757.2
apartment,Oslo,22.556499,114.236875,384.1,4046440.9
house,Västra Götaland,49.4928119,-117.2948343,26.4,295367.3
apartment,Oslo,-7.3507573,108.205132,69.9,1597814.0
apartment,Haute-Normandie,57.2588115,40.8141102,179.5,1359297.7
apartment,Oklahoma,46.3815074,15.2950333,45.4,1874231.9
apartment,Haute-Normandie,12.8025919,45.0398942,29.3,4704447.6
house,Oslo,43.82551,81.872025,77.9,1277554.8
house,Oklahoma,58.284686,12.3260336,51.0,4936687.0
house,Rhône-Alpes,12.0310173,102.2928163,199.9,4951442.4
house,Västra Götaland,49.2152833,17.7687416,273.2,4838405.7
apartment,Rhône-Alpes,14.4776308,121.0328004,47.7,1605455.7
house,Västra Götaland,13.5167584,99.9541293,349.2,3966966.1
house,Haute-Normandie,24.210761,102.61616,192.8,170108.2
house,Oslo,26.908404,100.218695,391.5,4424337.0
apartment,Haute-Normandie,25.9375976,-100.3638252,335.9,1439353.6
house,Oklahoma,41.6919638,-86.3754398,122.2,2459370.1
apartment,Oslo,-11.9239743,-76.6600415,348.5,4976476.2
house,Oslo,17.7047344,121.7477444,248.4,4565307.1
apartment,Haute-Normandie,45.65007,-72.56582,353.4,3068752.4
apartment,Haute-Normandie,44.2837305,17.0877754,189.9,208548.6
house,Haute-Normandie,46.4050135,15.7947234,15.1,1844108.1
house,Rhône-Alpes,-6.4698758,107.4780383,178.3,3447225.0
house,Oklahoma,41.3298054,,51.1,1302526.0
house,Oslo,32.101031,114.125656,308.9,2469151.5
apartment,Västra Götaland,40.5470957,-8.7012507,197.0,3820750.3
house,Oklahoma,48.9240653,24.6653537,25.4,4982425.8
apartment,Oklahoma,48.586322,7.7170649,450.0,386330.5
apartment,Rhône-Alpes,24.64995,116.156645,381.8,589637.9
house,Oslo,-34.8681929,-56.0333596,116.0,1768474.7
house,Västra Götaland,38.0532887,21.3812867,327.1,4932498.3
house,Oslo,14.8827263,120.5201733,344.7,1192664.8
apartment,Haute-Normandie,3.01334,-76.643755,168.4,2806832.5
house,Rhône-Alpes,40.753655,111.673881,284.0,4664404.9
house,Oslo,-9.5502,119.1705,135.2,4562325.1
apartment,Rhône-Alpes,39.4242713,-8.6985716,259.0,976236.4
house,Västra Götaland,-8.6854551,115.2623991,379.4,1811512.2
house,Oslo,34.71421,106.23546,184.4,3123813.1
house,Oslo,52.7989429,16.7343548,192.1,111229.7
apartment,Haute-Normandie,30.453667,,184.0,1381449.5
apartment,Haute-Normandie,-0.714024,109.252403,404.8,2246187.9
house,Oslo,40.8321934,40.0092505,431.6,198399.3
house,Oslo,14.0666041,-87.4678266,162.2,1240342.6
apartment,Haute-Normandie,-34.3306245,-58.7896017,288.5,2131645.3
apartment,Haute-Normandie,50.9346454,6.9331365,371.7,960488.1
house,Västra Götaland,38.5928606,-2.5498208,199.8,4485743.6
apartment,Haute-Normandie,41.0991089,,364.6,4908662.5
apartment,Oslo,27.786996,120.091498,269.2,4207229.6
house,Oklahoma,14.4450355,121.4022181,375.8,2733477.7
apartment,Oklahoma,7.9047781,98.3512841,270.0,1349853.7
house,Rhône-Alpes,55.8547803,47.4687165,188.9,2635932.4
apartment,Oklahoma,32.964648,35.495997,460.8,1803094.1
house,Västra Götaland,8.4430125,-82.3777335,206.1,1753940.2
apartment,Västra Götaland,47.6022755,6.2194418,401.7,1690287.0
apartment,Haute-Normandie,55.1604671,49.1738671,201.4,4038211.4
apartment,Oklahoma,-22.3734081,-48.3860575,72.2,1452446.3
house,Oslo,14.6925451,120.9653066,280.0,4343797.8
house,Västra Götaland,,-73.697308,310.4,2746941.6
apartment,Rhône-Alpes,44.2642895,5.940651,360.2,3963193.9
apartment,Oklahoma,58.3736347,12.3272689,161.1,3776686.7
apartment,Oklahoma,34.8554595,35.8586671,461.6,2995224.1
apartment,Rhône-Alpes,-7.4869186,108.4691492,259.2,1980252.7
apartment,Västra Götaland,30.069463,104.616392,273.9,3237716.8
house,Oklahoma,22.354385,110.947043,200.7,2438186.3
house,Rhône-Alpes,45.40015,,177.0,1784153.3
apartment,Haute-Normandie,35.202503,102.521807,351.5,4609193.6
house,Rhône-Alpes,14.8827263,120.5201733,324.1,3318180.5
house,Oslo,36.740856,118.036787,362.6,894529.9
house,Västra Götaland,44.142359,,65.1,3612908.5
house,Rhône-Alpes,32.114217,35.195851,270.9,41926.5
apartment,Oslo,28.01082,120.663064,408.2,2527908.1
house,Oslo,34.976557,112.090859,5.8,3299360.9
house,Rhône-Alpes,59.3453304,14.5678141,295.5,3848804.6
apartment,Haute-Normandie,52.142598,20.7175048,176.9,4725212.4
apartment,Haute-Normandie,43.3815181,133.9055702,366.3,1251011.2
house,Haute-Normandie,28.189633,112.986397,334.2,19393.7
apartment,Oklahoma,49.5290848,26.1416979,204.9,818759.9
apartment,Oklahoma,7.5257028,-12.5039922,368.1,1444316.5
apartment,Oslo,-6.3019793,-60.0259466,227.2,2133095.8
apartment,Oslo,34.857149,118.07065,380.8,784330.2
house,Rhône-Alpes,32.781659,119.459161,339.2,4876557.6
apartment,Oklahoma,-8.2429651,112.1340793,409.5,1241833.8
house,Rhône-Alpes,-38.9642683,-68.0370766,190.4,3963386.4
house,Västra Götaland,-16.7918481,47.6479775,81.2,1497766.2
house,Rhône-Alpes,56.6332138,47.9021415,467.3,1716858.5
apartment,Rhône-Alpes,55.80192,42.7731878,319.5,550681.4
house,Västra Götaland,45.5734042,,437.9,314327.7
apartment,Haute-Normandie,-7.0807005,112.39108,327.3,1007091.9
house,Oklahoma,30.802718,108.398,180.7,2681957.0
apartment,Västra Götaland,47.8569408,39.9593673,353.2,914140.5
apartment,Oslo,,123.449714,376.1,4712865.3
apartment,Rhône-Alpes,37.429832,110.88907,147.4,277583.3
house,Oklahoma,22.5505556,114.4913889,99.6,4076294.6
apartment,Oklahoma,27.4140682,,322.5,3418848.5
house,Västra Götaland,-7.2693645,107.0037509,88.5,3396146.6
apartment,Oslo,60.9116468,34.1661641,380.2,4048158.6
house,Oslo,25.991991,119.368971,286.3,1381313.2
apartment,Rhône-Alpes,15.2674321,-88.5420304,406.2,1536958.2
apartment,Rhône-Alpes,14.63571,121.60617,463.6,2593745.3
house,Västra Götaland,26.641315,100.222545,230.7,803064.2
house,Haute-Normandie,,42.8813,361.1,3349784.6
house,Haute-Normandie,4.0904675,-74.5346103,252.2,2036627.4
house,Västra Götaland,34.387974,67.0211404,96.9,1169114.4
apartment,Oslo,43.800779,131.978812,137.3,1453908.0
house,Västra Götaland,49.8917522,19.0205284,142.0,2526226.0
apartment,Oklahoma,-5.0039977,-79.0878065,53.0,1862804.8
apartment,Rhône-Alpes,42.2342735,27.7702053,341.0,1043271.0
apartment,Rhône-Alpes,19.214452,110.019489,144.2,1041761.6
house,Oslo,53.1892176,50.119277,49.5,318743.1
apartment,Oslo,-17.7405182,-46.1741639,61.6,2715032.6
house,Oslo,25.112046,99.161761,399.9,3392610.9
house,Västra Götaland,58.4016114,,93.3,1957964.3
apartment,Oklahoma,48.8109783,25.431687,221.0,3307342.4
house,Oslo,52.5593051,13.4761485,359.1,4237591.0
apartment,Oklahoma,14.98808,43.54444,489.5,1845763.1
apartment,Rhône-Alpes,14.5089177,6.7654595,475.8,587665.9
house,Rhône-Alpes,42.59689,47.71824,443.7,3752539.7
house,Rhône-Alpes,6.1307505,-75.6033497,201.8,1666500.4
house,Oklahoma,-43.6167,-71.7999999,107.7,4671905.1
apartment,Rhône-Alpes,25.462039,119.088792,359.6,2491702.1
house,Rhône-Alpes,53.3604483,-6.1942058,15.2,3570557.5
house,Västra Götaland,32.060255,118.796877,271.1,2833268.9
house,Rhône-Alpes,51.0192046,116.5108072,48.4,3608359.3
apartment,Oslo,32.407849,119.4213786,365.6,1314328.1
apartment,Oslo,25.526437,111.600795,87.9,200487.5
apartment,Oklahoma,,,59.5,1535813.5
apartment,Oslo,,120.4927974,372.9,68799.3
house,Oklahoma,41.620793,-8.488318,157.6,4843497.0
apartment,Oslo,49.7147663,19.4759489,420.1,1513873.2
house,Oslo,42.424662,18.771234,39.9,1192497.2
apartment,Haute-Normandie,48.3006708,4.0710348,311.3,3029025.5
house,Haute-Normandie,41.6503132,19.620782,454.4,1742986.0
house,Rhône-Alpes,13.29664,123.756628,46.9,1795245.8
apartment,Oslo,19.3376878,-99.0591821,57.2,2727870.8
house,Västra Götaland,-13.07361,-74.41194,2.8,4724433.2
house,Oslo,7.3889508,-80.4215246,209.4,4651453.2
house,Haute-Normandie,34.014215,105.298756,115.9,2632930.7
house,Oklahoma,59.341383,18.0585213,433.5,3126997.8
house,Rhône-Alpes,15.4321163,-87.9040571,311.8,2428188.3
apartment,Oslo,48.8693156,2.3501981,319.1,2805791.2
house,Haute-Normandie,16.0045432,101.207047,203.4,1442852.7
apartment,Rhône-Alpes,52.54952,13.35118,349.0,2808309.1
house,Västra Götaland,-33.0095283,-71.2595888,269.5,589075.8
house,Rhône-Alpes,15.8515169,104.1698463,47.1,1927830.7
house,Oslo,32.562824,104.559168,281.5,4918550.9
house,Oklahoma,-24.0260564,-53.758612,481.5,590989.8
apartment,Västra Götaland,41.4832512,-8.39514,158.3,1148530.0
apartment,Oslo,-7.2953035,107.0716609,213.6,220923.7
house,Haute-Normandie,25.489999,,132.8,904621.5
house,Västra Götaland,-6.9897256,,400.3,699570.7
house,Oklahoma,28.524376,113.233807,11.1,3278580.1
apartment,Haute-Normandie,35.6643,101.818401,178.0,835956.5
apartment,Rhône-Alpes,39.7597077,-8.6721329,144.8,2199527.2
house,Oklahoma,54.7288441,37.5438564,348.7,4778416.6
house,Västra Götaland,-20.0859007,-45.2957103,446.3,2316464.2
apartment,Rhône-Alpes,-23.0510503,,67.8,33767.7
house,Oslo,6.36115,126.17778,121.8,2949388.2
apartment,Rhône-Alpes,29.509067,110.300741,278.9,453372.7
apartment,Rhône-Alpes,50.7792181,18.0035757,392.0,942576.7
apartment,Rhône-Alpes,33.870422,109.940477,122.1,1218261.9
house,Haute-Normandie,29.5530941,118.9353968,152.6,725058.7
house,Västra Götaland,21.604364,110.856592,287.2,2492427.5
house,Haute-Normandie,48.9268168,2.3306851,373.3,4667643.6
apartment,Oslo,-22.4186285,-50.5745694,169.7,212585.3
house,Västra Götaland,42.1340917,-80.0872429,284.5,3723723.7
house,Rhône-Alpes,39.21485,113.364619,141.8,4229788.3
house,Rhône-Alpes,12.1224221,-68.8824233,458.5,3457280.5
apartment,Haute-Normandie,45.4555091,17.6623801,135.4,1860139.3
house,Haute-Normandie,-34.0736398,18.470633,269.1,3418707.1
house,Oslo,-6.9633727,112.3367573,270.3,717381.1
house,Rhône-Alpes,46.083333,103.833333,223.4,2943351.3
house,Rhône-Alpes,-26.5044407,-61.1763962,347.4,1766424.5
house,Rhône-Alpes,43.3362822,3.2188961,94.3,1504189.0
house,Haute-Normandie,6.9832415,2.6636066,303.0,3858902.0
house,Oklahoma,60.4872057,15.4102793,280.1,1624500.1
apartment,Oklahoma,20.5359964,-103.4325178,150.5,2688454.7
apartment,Rhône-Alpes,-6.908469,107.6112438,146.1,4828115.4
house,Haute-Normandie,-7.1612441,108.1695504,179.8,1128457.2
apartment,Haute-Normandie,-13.2026069,49.0514094,16.7,4032523.7
apartment,Haute-Normandie,41.933917,126.422806,215.8,1972245.7
house,Haute-Normandie,50.0341272,17.5929608,480.9,4980482.9
apartment,Oklahoma,,-46.9774205,221.5,4853438.9
apartment,Haute-Normandie,14.5951658,121.4276451,245.2,4671407.8
apartment,Västra Götaland,30.4302577,61.8321457,360.9,4592915.7
house,Oslo,64.00189,44.44513,149.9,786631.0
apartment,Västra Götaland,48.65639,4.912419,224.2,2959066.4
house,Haute-Normandie,3.6085862,96.9309771,244.7,1559095.4
apartment,Oslo,51.4139633,-2.2685462,262.2,4978977.3
house,Västra Götaland,27.676355,110.996803,99.2,627472.3
apartment,Västra Götaland,41.132444,122.660989,182.0,1347862.1
apartment,Oslo,6.6402,121.8395,344.6,4230247.8
apartment,Oslo,30.071108,120.933128,367.1,1136412.3
house,Oklahoma,,41.5902169,281.6,551613.6
apartment,Rhône-Alpes,50.2837307,2.7425682,92.8,110784.5
apartment,Haute-Normandie,40.7809019,,189.7,4016320.6
apartment,Oklahoma,33.011529,114.022298,48.8,3026044.6
house,Rhône-Alpes,41.0184587,23.5206341,170.2,871520.3
house,Haute-Normandie,0.0132035,109.3128909,137.9,3082794.5
house,Oklahoma,22.6875359,-82.2936293,202.7,1756970.8
house,Haute-Normandie,23.081924,113.290997,246.8,4929493.4
house,Rhône-Alpes,16.0406339,120.5903599,110.7,3964.3
apartment,Oslo,-34.6337798,-58.5541599,378.4,2731029.5
apartment,Rhône-Alpes,34.302131,-6.302078,394.0,1017801.5
apartment,Västra Götaland,-6.7267,105.6259,74.9,4203775.1
house,Oslo,-7.5450262,111.6556388,130.2,2963380.9
apartment,Oklahoma,48.9078269,2.1490664,139.7,3604723.3
apartment,Rhône-Alpes,19.3803931,-99.1476908,17.6,4849352.5
house,Rhône-Alpes,15.1249413,-88.4415998,42.9,1031518.2
house,Oslo,-6.1841954,106.8310178,480.8,280139.7
house,Västra Götaland,13.988942,121.1597568,208.8,2114326.0
apartment,Oklahoma,34.8809639,44.6207633,468.3,3940646.6
house,Västra Götaland,30.6217883,104.0524871,145.0,3026161.3
apartment,Västra Götaland,50.9212447,5.9651892,153.5,2925474.1
apartment,Västra Götaland,22.656408,114.019351,286.8,2143693.5
house,Oslo,,-4.883185,364.4,2807351.6
house,Västra Götaland,40.9034427,-7.9953451,462.6,1108574.1
apartment,Haute-Normandie,29.2594417,120.2331913,322.2,4920127.5
apartment,Oklahoma,-12.6358928,-72.5558986,239.9,14873.5
house,Västra Götaland,8.5395253,4.4735386,243.2,4136910.0
house,Oslo,23.2410273,-106.3949498,476.0,435147.3
house,Oslo,50.4305778,18.1872242,83.9,1661141.6
apartment,Rhône-Alpes,-28.6903818,26.4577466,70.2,2131700.7
apartment,Haute-Normandie,7.2466086,,311.7,4604001.6
house,Oslo,50.88758,21.66654,10.0,4236997.2
apartment,Haute-Normandie,26.076336,103.556409,470.5,3644425.5
apartment,Rhône-Alpes,34.8643622,,23.7,3467254.2
apartment,Rhône-Alpes,-8.3162866,113.4686802,245.6,4152946.2
apartment,Haute-Normandie,36.837625,112.864561,284.8,2065305.0
house,Västra Götaland,35.7013041,52.0586252,110.4,3931999.4
apartment,Haute-Normandie,-6.9028171,106.3483779,251.2,1347709.0
house,Haute-Normandie,45.697904,0.964671,115.8,1351803.1
house,Haute-Normandie,46.5217941,6.0221735,168.8,3252837.0
apartment,Haute-Normandie,-9.659525,119.0750837,165.4,2599385.1
house,Oslo,50.2202953,18.7801585,164.3,4043443.3
house,Oklahoma,21.955472,111.244529,461.7,3401593.5
house,Västra Götaland,43.1463186,45.9011736,329.2,4581089.9
house,Haute-Normandie,,19.9675163,134.4,1575820.4
apartment,Västra Götaland,27.098536,114.972769,426.4,390669.6
apartment,Rhône-Alpes,46.1098585,-71.2983257,43.2,3672294.1
house,Västra Götaland,65.0081559,17.0061406,300.7,799475.1
house,Västra Götaland,-0.9807341,30.2512728,139.9,2487269.8
house,Haute-Normandie,48.5851876,7.7342943,0.5,4362561.2
house,Haute-Normandie,38.2924675,23.9199305,420.5,1109784.8
house,Rhône-Alpes,18.9364797,-70.41976,296.5,3776231.3
house,Oklahoma,,45.044839,114.1,33190.9
apartment,Rhône-Alpes,13.5776734,100.6149501,5.3,1904340.2
apartment,Oklahoma,31.068932,121.397142,409.7,2831707.4
apartment,Oslo,60.4136423,44.2412709,478.1,2487536.9
house,Oklahoma,63.3568009,27.755804,303.8,914640.3
house,Oslo,36.994225,99.598035,284.6,2156444.1
apartment,Haute-Normandie,-6.3477635,31.0736389,434.0,1334039.8
apartment,Haute-Normandie,-18.1969907,-69.5597273,454.2,2674534.1
apartment,Västra Götaland,47.0944959,51.9238373,279.8,576577.5
house,Oklahoma,56.0394628,12.7110264,327.8,1100006.2
apartment,Haute-Normandie,49.1912902,15.0524346,93.4,925749.7
house,Oklahoma,-7.9286951,110.289179,144.5,4014315.8
house,Haute-Normandie,39.825495,116.288478,470.3,1691079.0
apartment,Oklahoma,-19.2443226,17.728092,475.2,712974.4
apartment,Rhône-Alpes,9.4101982,45.0629902,202.6,254111.1
house,Haute-Normandie,,47.9368725,75.7,1067582.0
house,Västra Götaland,15.5379,120.6385,341.3,1953970.9
house,Haute-Normandie,10.468522,-66.1059484,30.7,3752216.3
apartment,Rhône-Alpes,24.088938,32.8998293,435.2,3678073.5
house,Västra Götaland,16.7124054,98.5746649,374.6,3341102.8
house,Västra Götaland,48.550372,24.7466678,188.5,2698516.3
apartment,Oslo,-7.1550724,108.1498006,218.6,2017607.6
house,Oslo,-18.4943258,-40.4657826,2.8,3118389.6
apartment,Oklahoma,39.67,-86.19,75.6,2639633.8
house,Haute-Normandie,35.5488997,36.6444758,344.5,4104436.1
house,Rhône-Alpes,-26.17433,27.7875893,47.9,2632269.9
apartment,Oslo,-30.0722165,-51.0969571,263.1,2569543.2
apartment,Rhône-Alpes,0.0925393,,377.9,4199959.4
house,Oslo,22.4937132,91.5015009,350.0,2472358.9
house,Västra Götaland,,34.887762,443.5,2440550.2
house,Oslo,59.3319856,17.9512673,408.3,4166053.8
house,Haute-Normandie,41.3507611,-8.2517567,289.3,2422592.1
apartment,Haute-Normandie,8.0566664,124.2338867,19.0,1744204.4
house,Rhône-Alpes,13.5497754,100.2740821,236.4,2093915.6
house,Haute-Normandie,-10.5852663,-75.4053367,205.4,4639261.5
house,Haute-Normandie,52.1972058,5.996755,282.8,823860.6
apartment,Rhône-Alpes,45.597839,126.637515,135.1,4452964.5
house,Västra Götaland,,-64.2278386,168.8,4460481.9
house,Haute-Normandie,45.5426102,40.4010024,470.6,205179.8
apartment,Oklahoma,35.0612128,33.4047109,270.7,4082809.4
apartment,Oklahoma,38.4215487,126.2332502,150.1,801333.3
house,Västra Götaland,46.907884,6.3333882,191.1,255875.4
apartment,Rhône-Alpes,19.482042,,204.7,3054650.9
apartment,Oslo,50.2220773,24.8459624,447.5,3161047.7
house,Oslo,57.4492483,97.3580243,274.0,939146.9
house,Oslo,31.364902,108.249509,232.2,4604152.9
house,Oslo,54.0718079,54.8763087,198.4,2855858.5
house,Västra Götaland,25.19786,99.233929,50.4,2671492.2
apartment,Oslo,4.5943745,-74.0740729,2.3,915297.8
apartment,Rhône-Alpes,9.2524087,122.874409,230.5,4105244.5
apartment,Rhône-Alpes,49.95073,19.964648,495.5,3869122.8
apartment,Haute-Normandie,40.231962,116.857837,309.2,1705393.9
apartment,Rhône-Alpes,8.438605,-80.679207,274.5,4783368.6
house,Haute-Normandie,54.605583,85.392777,218.1,2483026.1
house,Västra Götaland,21.9327554,-79.4366324,396.7,3723254.2
house,Oklahoma,29.531734,71.6445305,338.3,1215736.3
apartment,Oslo,41.01,-85.06,96.3,1418069.1
house,Västra Götaland,-7.1845289,111.5572638,374.3,2779970.4
house,Haute-Normandie,30.715704,,312.6,2920624.3
house,Haute-Normandie,58.760833,59.5550001,342.1,64850.1
house,Oklahoma,39.672791,113.732809,440.2,4777229.6
apartment,Oklahoma,23.0861808,113.4943199,289.3,2985860.9
house,Rhône-Alpes,-14.1462865,-71.4603621,306.8,4301689.7
house,Rhône-Alpes,-15.7994139,-47.9222179,92.9,1960337.0
apartment,Oslo,,-85.6332093,89.6,4689441.9
house,Oklahoma,-36.999012,,397.0,1008405.8
apartment,Västra Götaland,-10.9492286,-69.5767704,263.2,1974609.8
house,Rhône-Alpes,18.6813049,-99.1013498,16.4,2496826.2
house,Rhône-Alpes,19.3803931,-99.1476908,93.9,1659624.0
apartment,Västra Götaland,26.6155575,127.9536808,295.3,4204030.4
house,Oklahoma,5.9840985,116.0761121,386.6,2592352.3
apartment,Oslo,51.5574609,20.8640191,15.6,159159.3
apartment,Oklahoma,33.036246,112.039383,398.5,4146806.1
house,Västra Götaland,41.90978,21.54997,18.7,3360616.1
apartment,Oklahoma,24.7762658,-107.4046797,397.2,1137955.5
apartment,Oklahoma,-27.633736,-55.497642,6.9,2200032.9
