property_type,state,lat,lon,area_m2,price_usd
apartment,Sarawak,1.4871144,110.3426018,361.6,187322.56
apartment,Coimbra,40.1430734,-8.7570417,147.1,409037.28
apartment,Coimbra,40.1572681,,185.8,440104.46
house,Andalucia,37.4852899,-2.2959788,116.7,194912.08
apartment,Coimbra,40.4375447,-7.8667708,244.6,91049.94
apartment,Jalisco,20.7257009,-103.4082453,285,85600.28
house,Manitoba,49.35499,-97.36567,313.8,150554.2
house,Manitoba,,-96.8791564,263.8,447430.54
house,Coimbra,40.3942251,-7.8103942,217.2,211505.76
apartment,Coimbra,40.2974812,-8.1955122,96.5,159437.06
apartment,Rogaland,58.9670963,5.7318798,164.1,74503.4
apartment,Coimbra,40.0856412,,359,47534.14
house,Sarawak,1.5376351,110.321945,99.7,173917.22
house,Rogaland,59.412262,,195.7,198577.36
house,Coimbra,40.0856412,-8.2896115,261.6,85049.15
apartment,Coimbra,40.3779093,-7.8440342,118.6,384345.24
apartment,Coimbra,40.1721605,-8.6867786,339.9,253667.83
apartment,Pahang,3.9671435,103.40391,98.3,36635.66
house,Jalisco,19.4873902,-104.6383777,327.8,377268.23
house,Coimbra,40.3984011,-8.7050402,211.3,285138.74
apartment,Manitoba,49.1980747,-98.102542,192.7,54748.03
apartment,Coimbra,40.1430734,-8.7570417,369.2,58396.71
house,Galicia,,-8.2310576,168.7,165155.42
apartment,Manitoba,50.2536,-96.06116,218.4,355504.03
house,Jalisco,19.4614133,-99.1186381,112.3,175341.35
apartment,Galicia,42.4385891,-8.5995773,282,59612.65
apartment,Coimbra,40.1721605,-8.6867786,81,290717.55
apartment,Sarawak,1.5376351,,332.4,400488.12
house,Coimbra,40.1941227,,257.7,125571.44
house,Jalisco,25.6765837,-100.2602364,262.1,199921.39
apartment,Coimbra,40.2233515,-8.5336525,84.2,340761.6
apartment,Pahang,3.9671435,103.40391,132.9,355977.58
apartment,Rogaland,67.1335945,16.0707095,215.7,264705.03
apartment,Pahang,3.9671435,103.40391,368.3,54402.56
apartment,Coimbra,40.1311441,,399.1,419306.82
house,Coimbra,40.4375447,-7.8667708,205.2,40436.2
apartment,Jalisco,20.6589523,-105.2363025,368,334563.11
house,Coimbra,40.1999522,-8.5031422,248.9,114609.82
apartment,Rogaland,,5.7318798,103.9,101440.23
house,Coimbra,40.1628977,-8.4270764,228.7,238578.62
apartment,Coimbra,40.3876316,-8.708411,156.2,139934.73
apartment,Manitoba,49.8634627,-97.1373403,350.3,368537.04
apartment,Rogaland,59.4388399,,115.8,340854.19
apartment,Andalucia,36.5052612,-6.2761016,321.2,319532.45
apartment,Coimbra,40.1430734,-8.7570417,384.3,370830.52
house,Rogaland,58.9747897,5.6952439,286.6,237726.16
house,Andalucia,36.5052612,-6.2761016,83,306961.58
house,Coimbra,40.3172129,-8.7543161,238.1,329576.45
apartment,Coimbra,40.4655049,-8.7183737,240.1,120858.27
apartment,Jalisco,20.7303804,-103.3977222,149,44846.58
house,Coimbra,40.2553096,-8.5929199,139.6,307977.17
house,Coimbra,40.3984011,-8.7050402,243,336350.99
apartment,Pahang,3.7187884,103.1357512,370,438869.45
house,Coimbra,40.4375447,-7.8667708,285.2,30306.84
apartment,Coimbra,40.336837,-7.8256005,99.8,93821.72
house,Coimbra,40.2191082,-8.5533397,363.3,397899.38
apartment,Galicia,42.214405,-8.7357274,399.9,431070.51
house,Coimbra,40.2221306,-8.0122102,374,374032
apartment,Coimbra,40.427682,-8.6947028,292.8,128257.44
apartment,Coimbra,40.4423844,-8.6946024,262.9,356718.11
apartment,Manitoba,49.1980747,-98.102542,252.6,170137.85
house,Rogaland,59.4388399,5.3184101,262.6,133479.28
house,Rogaland,58.9015864,5.7123282,123.2,133254
house,Northern Ireland,54.5940619,-5.9308088,266.1,136828.49
house,Rogaland,58.848193,5.66466,192.6,60774.03
house,Coimbra,40.1694467,,269.6,116826.92
house,Jalisco,20.6729456,-103.7379675,207.6,253739.95
apartment,Manitoba,55.7454343,-97.8681552,397.5,101532.81
apartment,Sarawak,1.547829,110.341564,104.2,189217.42
house,Jalisco,20.8068681,-102.7799627,362,135206.78
apartment,Pahang,3.7187884,,275.6,428873.39
apartment,Coimbra,40.458916,-7.8775484,150.9,101901.98
house,Jalisco,20.6729456,-103.7379675,366.6,23141
house,Jalisco,17.9567646,-102.1943485,180.3,383583.47
house,Sarawak,3.191408,113.088634,274.8,161477.82
apartment,Coimbra,40.0856412,-8.2896115,263.3,44982.47
apartment,Galicia,43.3216087,-8.434873,85,143928.92
apartment,Manitoba,49.60559,-97.04234,385.5,373043.4
apartment,Sarawak,3.2093353,101.6716295,344.8,148971.93
apartment,Manitoba,49.4992,-98.00156,395.5,144085.81
apartment,Jalisco,19.4281922,-99.1789859,171.1,98539.36
apartment,Coimbra,40.1694467,-8.4784931,221.6,447249.81
house,Coimbra,40.1284892,-8.8575795,390.9,151538.21
apartment,Jalisco,20.7303804,-103.3977222,111.9,449669.05
apartment,Rogaland,58.9015864,5.7123282,271.8,341391.7
apartment,Coimbra,40.2766272,-8.4903311,300.3,401370.55
apartment,Sarawak,3.2093353,101.6716295,165.3,347461.67
house,Pahang,3.9671435,103.40391,224.6,271806.49
apartment,Rogaland,58.9015864,5.7123282,149.1,248593.86
house,Jalisco,20.7257009,-103.4082453,394.4,275888.86
house,Coimbra,,-8.5535343,204.3,315622.37
house,Pahang,,103.3475743,295.1,23717.91
apartment,Andalucia,36.7226027,-4.467102,149.3,20302.22
house,Sarawak,3.191408,113.088634,134,151365.16
apartment,Galicia,43.4880374,-8.2310576,76.3,304099.68
apartment,Manitoba,50.22892,-99.46642,197.3,403608.74
apartment,Coimbra,40.3753066,-8.7157832,77.6,267096.09
house,Coimbra,40.1694467,-8.4784931,256,140112.81
apartment,Coimbra,40.2278236,-8.5382163,104.1,260086.35
apartment,Coimbra,40.3876316,-8.708411,128.5,156041.57
house,Manitoba,49.4992,-98.00156,279.2,69220.83
apartment,Andalucia,36.8414494,-2.4567059,371.6,424984.27
house,Manitoba,50.13441,,388.5,70947.1
house,Coimbra,40.3753959,-7.8270679,220.1,362902.28
house,Rogaland,58.9015864,5.7123282,245.6,298178.56
apartment,Sarawak,1.558031,110.382845,389.6,160470.33
house,Jalisco,20.5439984,-103.4649786,250.6,179798.28
house,Coimbra,40.3829273,-8.7241528,174.9,234642.4
apartment,Coimbra,40.1675841,-8.4639317,335,296035.86
house,Andalucia,37.439299,-5.9885456,231.1,371677.91
house,Coimbra,40.1284892,-8.8575795,141.4,26333.59
apartment,Coimbra,40.2187855,-8.0537529,380.5,294303.68
apartment,Sarawak,3.2093353,101.6716295,191.4,197443.89
house,Jalisco,20.8068681,-102.7799627,120.5,351130
house,Manitoba,51.1500374,-100.0497004,348.2,223668.31
apartment,Coimbra,40.1638631,-8.8615847,249.5,35044.74
apartment,Jalisco,30.059549,-115.725753,271.2,299321.85
apartment,Jalisco,20.6729456,,108.8,299633.18
house,Coimbra,40.2758091,-8.5720706,284.2,332199.21
apartment,Coimbra,40.3206366,-8.708013,211.3,384608.68
house,Jalisco,20.3411024,-103.9970779,140.5,280865.93
house,Coimbra,40.1271927,-8.8576516,328.2,422115.8
apartment,Coimbra,40.2356918,-8.5568556,145.2,82925.51
apartment,Rogaland,58.9670963,5.7318798,250.9,340778.64
apartment,Coimbra,40.2766272,-8.4903311,255.6,187040.38
house,Manitoba,50.13441,-97.32676,247.1,330829.09
house,Coimbra,40.3753066,,211.2,332008.7
apartment,Coimbra,40.2356918,-8.5568556,83.8,402146.08
house,Coimbra,40.2603592,-8.57269,217.7,441808.74
apartment,Rogaland,58.960787,5.7326598,370.2,378709.79
house,Coimbra,40.4655049,-8.7183737,163.6,376759.21
apartment,Manitoba,51.22999,-101.3565,331.6,353639.47
house,Pahang,3.9671435,103.40391,354.9,169193.3
house,Jalisco,20.585863,-100.384181,264.9,376528.47
house,Manitoba,49.1980747,-98.102542,222.5,184430.96
apartment,Coimbra,40.1284892,-8.8575795,309.8,156603.37
house,Coimbra,40.2269318,-8.5714359,217.5,34963.57
house,Coimbra,40.3206366,-8.708013,159.8,256504.12
house,Coimbra,40.1676522,-8.4138349,163.3,351769.2
house,Oklahoma,-21.6960991,21.6481861,377.5,226412.9632
house,Haute-Normandie,58.3986162,15.5385144,191.4,35796.71579
house,Rhône-Alpes,27.6644011,85.3187914,279.6,252015.1053
house,Haute-Normandie,26.497669,104.980581,258.3,215633.0737
apartment,Oslo,1.5589383,110.346648,207.6,96312.83158
apartment,Västra Götaland,-32.9150009,-65.3749466,70.1,218106.0737
house,Oklahoma,32.3622982,120.5285929,308.3,8424.742105
house,Västra Götaland,51.811764,18.7885677,28.3,98345.35263
house,Haute-Normandie,,125.408732,140.5,96952.00526
house,Västra Götaland,38.006148,23.7836954,460.4,94354.56316
house,Oklahoma,-14.844135,35.3466253,74.4,204179.1211
house,Haute-Normandie,30.96187,113.378132,288.5,47334.02105
apartment,Västra Götaland,49.4580118,57.4206897,297.7,61113.36842
house,Oslo,-3.4964316,,74.8,70621.52105
house,Oklahoma,46.6322044,,371.3,213755.4895
house,Rhône-Alpes,44.6254349,18.4538421,210.3,232965.6158
house,Rhône-Alpes,19.4458447,-99.1497664,246,136641.1
house,Haute-Normandie,49.7314687,5.8827648,13.2,196934.4105
house,Haute-Normandie,37.9478539,22.7911211,447.7,245192.7526
apartment,Västra Götaland,43.6399974,1.4282563,56.6,1183.821053
apartment,Oklahoma,34.158997,108.906994,309.7,180284.6526
apartment,Rhône-Alpes,-31.413822,-64.485902,441.8,247671.6526
house,Oklahoma,42.0387882,43.8242982,366.9,257629.1684
house,Oklahoma,48.8466523,2.2582125,9.6,117933.3474
apartment,Västra Götaland,43.7477413,39.5308638,154.7,93112.94737
house,Rhône-Alpes,52.6630895,38.4290322,397.7,222127.9895
apartment,Oslo,59.464182,29.6278481,466.7,239413.9842
house,Haute-Normandie,41.3432066,-8.5660453,381.6,88569.55789
house,Oklahoma,45.0463269,38.8000344,271.1,99320.23158
house,Haute-Normandie,10.6989729,122.5747412,75.7,15705.65789
apartment,Rhône-Alpes,32.561794,119.671018,171.4,95558.98421
house,Västra Götaland,28.043337,117.043407,225.8,98765.19474
house,Haute-Normandie,29.264004,111.777681,107.9,248147.1263
apartment,Haute-Normandie,-34.7121944,-58.6285183,415,168329.3263
apartment,Västra Götaland,55.5747494,,339.8,93561.53684
apartment,Haute-Normandie,,120.26727,491.2,188016.8895
house,Haute-Normandie,48.732568,2.2889821,322.1,22170.52105
apartment,Haute-Normandie,23.2905,113.234549,310.5,33322.84211
apartment,Rhône-Alpes,40.6940299,19.5865629,412.9,30133.9
apartment,Rhône-Alpes,-6.1756543,35.7926792,444.1,161780.3526
house,Oklahoma,42.3223434,22.7092535,431.8,80818.82105
house,Oslo,-10.1904527,123.6007574,333.1,94899.65263
apartment,Haute-Normandie,38.9680341,121.4703114,61,230110.2053
apartment,Oslo,60.0043226,56.655672,338,2605.621053
apartment,Oslo,40.7038775,-74.16442,336.5,201823.6789
apartment,Oslo,-7.1916713,-79.5139718,193.7,103077.6895
apartment,Oslo,30.044835,,163.8,136134.8
house,Rhône-Alpes,39.1971979,-84.4578361,149.7,262520.7211
apartment,Oslo,-11.806679,,330.1,158159.9263
house,Oklahoma,45.8309803,94.80205,418.8,115962.8737
house,Haute-Normandie,42.0438495,19.5731734,217.1,143389.8
apartment,Haute-Normandie,45.9380817,16.7806658,227,150230.1632
house,Västra Götaland,7.0849817,124.9011398,425.5,253159.4368
house,Oklahoma,30.274084,120.15507,259.9,258619.8789
house,Rhône-Alpes,45.3612879,18.693916,303.7,212493.9842
house,Oslo,19.3387759,-99.1497466,392.7,166967.2105
apartment,Oslo,,101.4679893,460.3,130584.1684
apartment,Haute-Normandie,-8.7678593,160.6960306,166.3,224495.3105
apartment,Haute-Normandie,-8.5497299,115.2199829,467.6,45322.82632
house,Oslo,44.8119628,15.8685645,220.6,15587.35789
house,Oklahoma,8.0478831,,30.3,99118.87368
apartment,Oklahoma,-7.158502,109.263397,9.1,195236.4632
house,Västra Götaland,49.788203,19.70598,430.8,83455.84737
apartment,Oklahoma,7.5038886,122.8564594,315.4,31823.03684
apartment,Oklahoma,28.312711,115.372281,317.1,107942.5368
apartment,Rhône-Alpes,39.9153943,-7.9165006,289.9,9203.273684
house,Rhône-Alpes,55.6780389,,162.8,51606.27368
house,Oslo,43.0174717,60.011507,263.8,93433.36842
house,Rhône-Alpes,32.151313,35.256799,416.2,49428.64737
apartment,Rhône-Alpes,-17.0490108,-41.5612423,46.4,14483.90526
house,Oklahoma,63.0331454,28.4032167,370.9,101011.2947
apartment,Rhône-Alpes,-8.5111152,118.4163103,74.1,71275.66842
apartment,Oklahoma,-8.5769332,-35.9369952,236.2,248024.4895
apartment,Haute-Normandie,67.1356306,20.6831751,439.9,34223.61053
house,Rhône-Alpes,42.9506191,143.1041325,88,187295.8895
apartment,Haute-Normandie,45.0169373,39.1009227,253.3,94572.67895
apartment,Rhône-Alpes,56.7829665,,381,37455.12105
apartment,Haute-Normandie,-8.1075296,110.8440632,478.9,252864.3789
apartment,Rhône-Alpes,13.8188768,120.1990703,299.5,221621.3474
house,Västra Götaland,3.1523104,101.7178316,313.1,216269.0211
apartment,Rhône-Alpes,,24.8652145,135.8,124230.8474
apartment,Oslo,,34.6153907,461,134887.1632
house,Västra Götaland,45.304073,130.980894,129.2,250635.1263
house,Haute-Normandie,-6.7654881,106.3011265,43.9,182048.0105
apartment,Haute-Normandie,59.4411274,30.1610699,1,128126.8316
apartment,Västra Götaland,30.215009,121.258946,27.7,261666.3158
house,Oklahoma,,100.836184,372.6,222161.9263
apartment,Rhône-Alpes,23.982311,116.831826,60,69783.33684
house,Oklahoma,-6.1989828,106.5996595,129.3,29032.42105
apartment,Rhône-Alpes,47.221906,-1.605738,295,55112.88947
house,Haute-Normandie,40.4832736,44.3852966,47.4,241586.5105
house,Haute-Normandie,35.4499037,133.7613311,233.8,38514.21053
house,Oslo,31.820591,117.227219,210,178747.8263
house,Rhône-Alpes,39.7702467,21.1828612,8.2,235859.4211
house,Oklahoma,-6.761747,111.486801,318.7,169964.0105
apartment,Rhône-Alpes,24.31049,116.116695,236.7,106808.5789
house,Rhône-Alpes,5.4328871,-4.0388918,53.3,63869.41579
apartment,Västra Götaland,-6.6000226,106.79719,369.8,148426.0789
apartment,Oslo,41.1013753,-7.2325243,21,99519.56316
apartment,Oslo,,91.622728,207.4,37996.55789
apartment,Oklahoma,37.2425649,111.8568586,91.9,90726.47368
apartment,Haute-Normandie,60.2093922,24.7375208,60,224016.9263
house,Rhône-Alpes,23.020673,113.751799,339.6,97708.27895
apartment,Oslo,31.784701,87.236772,490.5,57849.15789
house,Västra Götaland,-7.816461,-78.0452048,170.1,159046.5263
apartment,Västra Götaland,48.4100734,-4.4706255,367.6,113355.3737
apartment,Oklahoma,-4.76732,11.8627984,146,78286.13684
apartment,Haute-Normandie,37.9773385,140.1850334,57,5.115789474
house,Oslo,0.7193581,32.531617,378.3,182369.3
apartment,Oslo,52.8303055,62.5102237,275.6,181759.4211
apartment,Haute-Normandie,-17.9808139,-63.3697226,288.5,34271.25789
apartment,Rhône-Alpes,49.604873,18.0646415,298.9,89574.33684
house,Västra Götaland,13.9448964,-86.8508942,292.4,136378.6474
apartment,Oklahoma,46.2506074,5.1133935,46.5,25345.81579
apartment,Oklahoma,57.162312,23.2197229,249.5,106806.3053
apartment,Rhône-Alpes,-25.2641605,-50.6378804,39.1,233778.0526
apartment,Rhône-Alpes,28.932316,115.565454,10.4,51271.66316
apartment,Västra Götaland,20.8861904,106.0287512,344.5,234763.3316
house,Västra Götaland,50.949,43.73781,427.9,236921.3842
house,Rhône-Alpes,40.0876422,-7.2389142,382.2,141768.1158
house,Oslo,7.0583573,125.7222954,402.5,5837.873684
house,Haute-Normandie,40.0383706,44.5657164,238.9,141648.2737
apartment,Rhône-Alpes,-28.4836381,28.8480284,198.7,47536.07895
apartment,Oklahoma,-7.221299,111.5304344,313.3,199182.5737
apartment,Rhône-Alpes,37.3422186,127.9201621,242.6,163132.0579
apartment,Haute-Normandie,-4.4008685,-68.5247149,124.1,232909.2789
house,Västra Götaland,-18.3958665,-40.1862129,66,142133.2632
house,Rhône-Alpes,19.40552,-70.37985,297.5,96895.45263
house,Västra Götaland,,,397.1,75095.74211
apartment,Haute-Normandie,48.2824698,25.1584914,267.2,74348.88421
apartment,Oslo,-8.5207109,127.0024533,158.8,139573.6105
house,Västra Götaland,54.000556,,269.3,235761.7947
apartment,Oklahoma,,19.3633201,72.3,23972.43158
apartment,Rhône-Alpes,39.989836,117.274909,125.7,32407.15789
apartment,Haute-Normandie,40.3380072,-75.9753516,38.8,177771.0737
apartment,Västra Götaland,-27.593609,-48.5027406,328.2,41902.77368
house,Oklahoma,,113.641688,141.8,49518.61053
apartment,Rhône-Alpes,-8.6060882,116.1114976,483.6,239458.5421
apartment,Oklahoma,18.416479,,82.4,148254.7737
house,Västra Götaland,24.513025,117.647093,77.2,30453.74737
apartment,Oslo,-6.6605307,110.6757556,384.2,53605.14737
house,Västra Götaland,56.1252914,86.0314623,100.5,148292.6895
apartment,Västra Götaland,62.2600127,17.3781406,358.4,115970.9632
house,Rhône-Alpes,,137.8605018,311.6,11028.1
apartment,Rhône-Alpes,23.081924,113.290997,334.6,256355.1526
apartment,Västra Götaland,40.6898292,22.858794,181.5,47666.02632
house,Rhône-Alpes,49.6747467,21.9594799,219.2,70488.52105
apartment,Västra Götaland,-15.3084964,-49.6234548,343.8,247063.4
apartment,Rhône-Alpes,7.11667,124.4,174.3,129537.9421
house,Oklahoma,14.1507357,,331.8,103180.6368
apartment,Oklahoma,54.9897886,62.547128,48.2,76327.82105
apartment,Oslo,36.1,-115.07,67.5,185335.0105
house,Oklahoma,54.3110486,16.2037727,467.3,92366.95263
house,Oklahoma,,114.1176652,281.5,164474.5684
house,Oslo,8.1104639,-67.6095967,230.1,20822.29474
house,Västra Götaland,36.8634887,21.9208543,158.5,85297.47368
apartment,Oslo,31.352859,118.432941,147.2,186811.0895
apartment,Rhône-Alpes,-6.2835218,106.7112933,189.6,116396.2158
apartment,Västra Götaland,57.14667,33.10753,320.9,205249.2474
house,Oslo,42.3652917,-71.0646337,49.2,81105.23158
house,Rhône-Alpes,37.05643,70.40061,7.2,227575.1053
apartment,Västra Götaland,-3.0029841,115.9467997,132.7,138579.7474
house,Haute-Normandie,6.470326,12.6187506,177,170225.6421
house,Oklahoma,45.788378,3.1331436,27.8,217964.7
house,Haute-Normandie,30.0510093,119.9499657,386.3,61382.62105
apartment,Haute-Normandie,48.9706758,89.9678382,235.8,258474.1368
apartment,Rhône-Alpes,42.7333428,,99.3,104693.6211
apartment,Oklahoma,45.6747796,18.5702566,365.7,252591.6105
apartment,Västra Götaland,52.9434371,20.5544716,88.9,251815.5474
house,Västra Götaland,32.851086,129.9478595,228,255476.2474
house,Oklahoma,39.8441383,116.444208,460.2,105992.9737
apartment,Oslo,50.6696898,18.2791747,470,208165.6684
house,Oklahoma,9.9296381,123.1721164,208.4,10831.48947
house,Västra Götaland,,123.7090708,175.5,49866.77368
apartment,Haute-Normandie,15.461001,120.465946,273.3,76612.46316
house,Rhône-Alpes,41.773672,123.426773,142.8,121246.8789
apartment,Västra Götaland,15.14442,120.94077,75.2,90396.30526
apartment,Haute-Normandie,-1.0875428,35.8770642,305.9,97373.76842
house,Haute-Normandie,-23.3233727,-46.7294577,419.1,148039.1263
apartment,Oslo,34.7474,111.87448,145.6,218784.1632
house,Haute-Normandie,21.244721,110.455332,102.4,220193.3789
apartment,Haute-Normandie,-28.832995,-52.5745556,289.5,1674.326316
house,Oklahoma,-10.8416198,39.6285874,58.1,258728.5526
apartment,Rhône-Alpes,32.4865436,-116.8822919,453.8,116739.0211
house,Oklahoma,35.580629,104.610668,342.5,118175.5526
house,Oklahoma,-27.6349915,-48.5219457,290,218946.8105
apartment,Haute-Normandie,-6.922586,107.6060501,392.4,95698.2
house,Oklahoma,48.9098794,2.2829955,388.3,236670.2895
apartment,Oslo,,-62.2542716,212.3,115680.7158
apartment,Västra Götaland,,-60.61667,193.1,55510.35789
house,Oslo,14.6002303,121.0480673,437.6,113140.9842
apartment,Västra Götaland,53.126506,92.94376,19.2,259634.4263
apartment,Västra Götaland,37.3942527,126.9568209,252.1,86889.26316
apartment,Rhône-Alpes,59.4225,30.12389,492.5,66483.30526
apartment,Oklahoma,8.2321816,124.602106,365.8,241771.0158
apartment,Västra Götaland,53.29667,16.99062,227.5,58844.66316
apartment,Rhône-Alpes,-9.309531,-35.9420041,276.4,168894.5842
apartment,Västra Götaland,-3.0029841,115.9467997,140.3,42563.31053
apartment,Haute-Normandie,,48.0715612,297.5,187469.9579
house,Oklahoma,-8.5437,115.1036,93.6,168035.2947
apartment,Oklahoma,40.104663,114.150348,494.6,70512.75263
apartment,Haute-Normandie,3.7334765,96.7999931,225.9,176090.8947
apartment,Oklahoma,-8.557437,114.0369075,56.3,919.6578947
house,Oklahoma,62.5013857,27.7904218,313.6,185754.9
apartment,Rhône-Alpes,39.3134407,20.7929638,98.5,50632.15263
apartment,Haute-Normandie,40.4776836,45.0525325,429.6,141636.4474
apartment,Rhône-Alpes,,,89.3,137233.7105
apartment,Oslo,-7.4209758,108.439474,395.8,78251.25789
apartment,Rhône-Alpes,38.8827087,-77.0163235,77.5,29916.26316
apartment,Västra Götaland,,45.7880956,333.7,86900.44737
apartment,Haute-Normandie,22.69569,112.225334,476.3,222031.8
apartment,Oklahoma,-23.2797384,-46.7452277,149.7,219223.8526
house,Oklahoma,33.0363903,40.2833315,326.8,11608.26842
apartment,Rhône-Alpes,,27.1147095,15.8,244785.7263
house,Oklahoma,36.689044,117.302269,51,224652.3316
apartment,Oklahoma,16.961392,102.2728739,57.4,25139.28947
apartment,Västra Götaland,25.5810414,89.6616352,455,150272.3474
house,Haute-Normandie,-27.4697707,153.0251235,122.3,114891.8526
house,Haute-Normandie,28.074649,119.141473,430.5,102534.3263
apartment,Oklahoma,-34.4402062,-55.9600098,162.5,254298.1368
house,Oslo,54.0085653,,404.1,75765.60526
house,Rhône-Alpes,-1.877183,106.1149182,455.4,196773.6684
house,Västra Götaland,-19.4707617,-42.5480125,86.9,219274.4526
apartment,Oslo,52.6325793,4.7239896,263.1,159349.9368
apartment,Oslo,41.549665,-7.3871483,457.1,238749.9105
house,Oklahoma,45.7873408,126.7075176,147.2,174165.3
apartment,Västra Götaland,46.7515251,33.3678207,213.5,212586.0947
apartment,Haute-Normandie,11.862577,8.9990801,47.9,106610.4684
house,Oslo,-30.9738956,-54.6847647,263.8,19148.90526
house,Haute-Normandie,23.642114,104.888718,100.4,55643.53684
apartment,Haute-Normandie,29.574609,120.934385,8.8,91312.94211
house,Oslo,50.3290055,30.4617625,192.1,234981.7947
house,Rhône-Alpes,49.663978,90.2905901,187.2,24177.35263
apartment,Oklahoma,46.5450722,,373.8,254925.2737
apartment,Rhône-Alpes,32.060255,118.796877,213.1,153569
apartment,Västra Götaland,43.3815181,133.9055702,160.9,221192.3211
house,Oslo,,34.6153907,217.5,59364.42105
house,Haute-Normandie,10.91667,122.66667,173,172482.3632
house,Haute-Normandie,-0.7399711,133.7941356,136.7,97956.76316
apartment,Oslo,,-90.0795843,394.5,196464.6421
house,Oklahoma,-8.4813579,,89.1,184372.9895
house,Västra Götaland,22.9221592,-82.6861446,258.5,228651.0158
house,Oslo,35.7453776,140.8272903,365.7,149885.8947
apartment,Rhône-Alpes,,-69.9371673,124.5,19630.22632
apartment,Västra Götaland,29.1416432,119.7889248,145.7,118939.0632
apartment,Oslo,11.3535316,162.3442197,420.7,90756.51053
house,Oslo,28.18018,109.654991,423.6,152516.4947
apartment,Oklahoma,37.8484284,-25.2822768,458.7,184777.4053
apartment,Oklahoma,56.2419057,12.8657225,317.3,4926.921053
apartment,Oklahoma,41.1604713,-7.7452871,290.3,10787.23684
house,Rhône-Alpes,8.9085671,125.4008484,16.7,231406.8526
house,Oklahoma,30.350192,120.222909,215.8,217700.9368
apartment,Rhône-Alpes,42.6002262,46.5477914,439.6,43484.93158
apartment,Haute-Normandie,32.9578909,-102.8518139,387.3,212218.7158
apartment,Oslo,61.8342207,-6.816861,369.6,253982.7895
apartment,Västra Götaland,9.9411601,122.5691915,499.7,105526.6211
house,Västra Götaland,40.3727775,-7.8600447,371.3,46082.86842
apartment,Oklahoma,-7.3170603,109.2891005,77,245267.5
apartment,Haute-Normandie,43.3050854,68.2346884,233.6,82461.12105
apartment,Oklahoma,14.5508865,121.0075554,427.9,41899.04737
apartment,Rhône-Alpes,9.8245916,122.9082413,86.1,84750.14211
house,Rhône-Alpes,-21.224741,-50.863384,66.3,243831.1526
apartment,Haute-Normandie,-4.2596751,-43.0182166,70.5,22521.41579
house,Haute-Normandie,40.5544993,-7.9843201,471.1,167756.6421
apartment,Haute-Normandie,-31.0783056,-64.4895079,347.6,218442.3474
house,Haute-Normandie,9.329496,125.554433,277.8,206289.7684
apartment,Oklahoma,,140.6177909,224.6,1484.842105
house,Oklahoma,29.7905037,72.1747127,360.4,118123.6158
house,Västra Götaland,-8.6282191,116.4636472,246.1,160346.9474
house,Västra Götaland,11.8215864,-86.1306519,450.3,90178.57368
apartment,Rhône-Alpes,29.2434976,-82.116955,129.4,225329.2895
apartment,Rhône-Alpes,-20.6436652,-51.1110523,372.5,14032.5
apartment,Rhône-Alpes,60.3560649,5.3446343,75.9,223023.8053
house,Haute-Normandie,50.4800637,16.1816772,154,228956.2737
house,Oslo,,113.088924,401.5,35949.94737
house,Oklahoma,28.521771,111.746328,139.7,224471.4684
apartment,Oslo,52.0404442,8.4770585,252.4,147491.0105
house,Oklahoma,52.4402961,,488.3,205228.8053
house,Rhône-Alpes,-8.47089,117.4996816,480.3,61926.25263
house,Oklahoma,20.6323938,-87.0911879,80.6,246919.5053
apartment,Rhône-Alpes,42.0288112,20.9969544,125.1,104187.1105
apartment,Oslo,10.4320215,,272,56124.93684
house,Västra Götaland,30.6107721,53.1911235,183.6,237718.7421
apartment,Rhône-Alpes,29.9905062,120.594551,421.4,223614.3526
apartment,Haute-Normandie,,10.5665003,253.8,16885.71053
house,Haute-Normandie,-0.7171778,36.4310251,247.5,77023.37368
apartment,Rhône-Alpes,40.7746041,20.2385432,492.7,211322.1316
house,Rhône-Alpes,7.8400507,,52.7,22029.8
apartment,Haute-Normandie,46.4356499,15.952954,300.6,53494.86316
house,Rhône-Alpes,47.171717,124.863603,321.3,181210.6
house,Haute-Normandie,-7.5450262,111.6556388,249.4,228288.5368
apartment,Haute-Normandie,47.3752386,-0.8453268,207.7,88714.50526
house,Oslo,-9.4116,119.3532,78.5,242510.2053
house,Oklahoma,49.7053582,18.6134596,75.5,17984.96316
apartment,Oslo,34.728584,,55.1,230558.0263
house,Rhône-Alpes,,-8.8018715,305.2,145230.4316
apartment,Haute-Normandie,60.3560649,5.3446343,172.4,143490.1105
house,Oklahoma,-8.2132323,-71.3824374,428.5,65677.03158
house,Rhône-Alpes,41.2263185,,156.2,139694.5526
apartment,Haute-Normandie,0.965759,31.7195459,135.2,63390.19474
house,Rhône-Alpes,15.4560208,,371.4,52337.55263
house,Oslo,52.6738562,41.7631303,472.1,157927.7632
house,Haute-Normandie,13.9300945,120.9522977,168.8,140108.0737
house,Oslo,36.4109466,128.1590828,348.2,136669.0105
apartment,Oslo,44.7488612,19.6907882,106.3,157806.9211
house,Haute-Normandie,45.7867643,3.1602637,393.3,105488.4
house,Haute-Normandie,50.9218266,19.3568903,304.9,10677.04737
apartment,Oklahoma,37.0897128,138.1339233,437.4,122290.6579
house,Haute-Normandie,46.5548251,15.5817763,276.6,57758.63684
house,Rhône-Alpes,47.895835,1.853886,220.4,88503.25789
